country_code,main_activity_code,main_activity_name,citl_information,year,value
FI,29,29 Production of cement clinker,4.2 Surrendered certified emission reductions (CERs),2010,20000
FI,30,"30 Production of lime, or calcination of dolomite/magnesite",4.2 Surrendered certified emission reductions (CERs),2010,26355
FI,35,35 Production of pulp,4.2 Surrendered certified emission reductions (CERs),2010,78073
FI,36,36 Production of paper or cardboard,4.2 Surrendered certified emission reductions (CERs),2010,117686
FI,42,42 Production of bulk chemicals,4.2 Surrendered certified emission reductions (CERs),2010,15981
FI,99,99 Other activity opted-in under Art. 24,4.2 Surrendered certified emission reductions (CERs),2010,5757
FI,20,20 Combustion of fuels,4.2 Surrendered certified emission reductions (CERs),2011,1941216
FI,20-99,20-99 All stationary installations,4.2 Surrendered certified emission reductions (CERs),2011,2972751
FI,21-99,21-99 All industrial installations (excl. combustion),4.2 Surrendered certified emission reductions (CERs),2011,1031535
FI,24,24 Production of pig iron or steel,4.2 Surrendered certified emission reductions (CERs),2011,322224
FI,29,29 Production of cement clinker,4.2 Surrendered certified emission reductions (CERs),2011,233254
FI,32,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),2011,5432
FI,33,33 Manufacture of mineral wool,4.2 Surrendered certified emission reductions (CERs),2011,1463
FI,35,35 Production of pulp,4.2 Surrendered certified emission reductions (CERs),2011,84598
FI,36,36 Production of paper or cardboard,4.2 Surrendered certified emission reductions (CERs),2011,278206
FI,42,42 Production of bulk chemicals,4.2 Surrendered certified emission reductions (CERs),2011,100000
FI,99,99 Other activity opted-in under Art. 24,4.2 Surrendered certified emission reductions (CERs),2011,6358
FI,10,10 Aviation,4.2 Surrendered certified emission reductions (CERs),2012,138534
FI,20,20 Combustion of fuels,4.2 Surrendered certified emission reductions (CERs),2012,3710524
FI,20-99,20-99 All stationary installations,4.2 Surrendered certified emission reductions (CERs),2012,4941652
FI,21,21 Refining of mineral oil,4.2 Surrendered certified emission reductions (CERs),2012,1000
FI,21-99,21-99 All industrial installations (excl. combustion),4.2 Surrendered certified emission reductions (CERs),2012,1231128
FI,24,24 Production of pig iron or steel,4.2 Surrendered certified emission reductions (CERs),2012,605681
FI,25,25 Production or processing of ferrous metals,4.2 Surrendered certified emission reductions (CERs),2012,626
FI,30,"30 Production of lime, or calcination of dolomite/magnesite",4.2 Surrendered certified emission reductions (CERs),2012,182423
FI,32,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),2012,12472
FI,33,33 Manufacture of mineral wool,4.2 Surrendered certified emission reductions (CERs),2012,6045
FI,35,35 Production of pulp,4.2 Surrendered certified emission reductions (CERs),2012,27158
FI,36,36 Production of paper or cardboard,4.2 Surrendered certified emission reductions (CERs),2012,394868
FI,99,99 Other activity opted-in under Art. 24,4.2 Surrendered certified emission reductions (CERs),2012,855
FI,10,10 Aviation,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),138534
FI,20,20 Combustion of fuels,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),8509908
FI,20-99,20-99 All stationary installations,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),12273471
FI,21,21 Refining of mineral oil,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),1000
FI,21-99,21-99 All industrial installations (excl. combustion),4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),3763563
FI,24,24 Production of pig iron or steel,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),1631289
FI,25,25 Production or processing of ferrous metals,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),3122
FI,29,29 Production of cement clinker,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),253254
FI,30,"30 Production of lime, or calcination of dolomite/magnesite",4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),253923
FI,31,31 Manufacture of glass,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),9000
FI,32,32 Manufacture of ceramics,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),21467
FI,33,33 Manufacture of mineral wool,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),8096
FI,35,35 Production of pulp,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),249235
FI,36,36 Production of paper or cardboard,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),1153202
FI,42,42 Production of bulk chemicals,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),165981
FI,99,99 Other activity opted-in under Art. 24,4.2 Surrendered certified emission reductions (CERs),Total 2nd trading period (08-12),13994
FI,20,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),2009,131020
FI,20-99,20-99 All stationary installations,4.3 Surrendered emission reduction units (ERUs),2009,131020
FI,20,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),2010,42106
FI,20-99,20-99 All stationary installations,4.3 Surrendered emission reduction units (ERUs),2010,150447
FI,21-99,21-99 All industrial installations (excl. combustion),4.3 Surrendered emission reduction units (ERUs),2010,108341
FI,24,24 Production of pig iron or steel,4.3 Surrendered emission reduction units (ERUs),2010,104187
FI,32,32 Manufacture of ceramics,4.3 Surrendered emission reduction units (ERUs),2010,1880
FI,99,99 Other activity opted-in under Art. 24,4.3 Surrendered emission reduction units (ERUs),2010,2274
FI,20,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),2011,25634
FI,20-99,20-99 All stationary installations,4.3 Surrendered emission reduction units (ERUs),2011,632741
FI,21-99,21-99 All industrial installations (excl. combustion),4.3 Surrendered emission reduction units (ERUs),2011,607107
FI,24,24 Production of pig iron or steel,4.3 Surrendered emission reduction units (ERUs),2011,356107
FI,29,29 Production of cement clinker,4.3 Surrendered emission reduction units (ERUs),2011,250000
FI,99,99 Other activity opted-in under Art. 24,4.3 Surrendered emission reduction units (ERUs),2011,1000
FI,20,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),2012,1603316
FI,20-99,20-99 All stationary installations,4.3 Surrendered emission reduction units (ERUs),2012,3161790
FI,21,21 Refining of mineral oil,4.3 Surrendered emission reduction units (ERUs),2012,1122636
FI,21-99,21-99 All industrial installations (excl. combustion),4.3 Surrendered emission reduction units (ERUs),2012,1558474
FI,24,24 Production of pig iron or steel,4.3 Surrendered emission reduction units (ERUs),2012,383638
FI,30,"30 Production of lime, or calcination of dolomite/magnesite",4.3 Surrendered emission reduction units (ERUs),2012,47783
FI,32,32 Manufacture of ceramics,4.3 Surrendered emission reduction units (ERUs),2012,235
FI,99,99 Other activity opted-in under Art. 24,4.3 Surrendered emission reduction units (ERUs),2012,4182
FI,20,20 Combustion of fuels,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),1802076
FI,20-99,20-99 All stationary installations,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),4075998
FI,21,21 Refining of mineral oil,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),1122636
FI,21-99,21-99 All industrial installations (excl. combustion),4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),2273922
FI,24,24 Production of pig iron or steel,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),843932
FI,29,29 Production of cement clinker,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),250000
FI,30,"30 Production of lime, or calcination of dolomite/magnesite",4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),47783
FI,32,32 Manufacture of ceramics,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),2115
FI,99,99 Other activity opted-in under Art. 24,4.3 Surrendered emission reduction units (ERUs),Total 2nd trading period (08-12),7456
FI,10,10 Aviation,4.4 Surrendered Units CHU/CHUAA,2020,10342
FI,10,10 Aviation,4.4 Surrendered Units CHU/CHUAA,2021,9897
FI,10,10 Aviation,4.4 Surrendered Units CHU/CHUAA,2022,21781
FI,10,10 Aviation,4.4 Surrendered Units CHU/CHUAA,2023,21496
FI,10,10 Aviation,4.4 Surrendered Units CHU/CHUAA,2024,23071
FI,10,10 Aviation,4.4 Surrendered Units CHU/CHUAA,Total 3rd trading period (13-20),10342
FI,10,10 Aviation,4.4 Surrendered Units CHU/CHUAA,Total 4th trading period (21-30),76245
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2005,0
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2005,70950272
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2005,150412090
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2005,19363000
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2005,79461818
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2005,28379396
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2005,395268
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2005,276721
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2005,15207489
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2005,2385567
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2005,3993420
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2005,1240387
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2005,6216
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2005,3470869
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2005,1695691
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2005,346461
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2005,1553215
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2005,204208
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2005,510854
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2005,433056
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2006,0
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2006,70970944
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2006,149966891
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2006,19363000
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2006,78995947
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2006,28379396
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2006,395268
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2006,276721
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2006,15207489
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2006,2385567
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2006,3993420
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2006,1240387
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2006,6216
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2006,3470869
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2006,1695691
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2006,346461
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2006,1087344
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2006,204208
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2006,510854
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2006,433056
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2007,0
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2007,70955052
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2007,149775970
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2007,19362999
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2007,78820918
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2007,28379394
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2007,395267
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2007,276722
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2007,15207487
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2007,2385565
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2007,3993405
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2007,1240369
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2007,6215
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2007,3460418
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2007,1531151
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2007,346464
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2007,1087346
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2007,204208
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2007,510855
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2007,433053
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2008,0
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2008,56880372
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2008,129568044
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2008,16543888
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2008,72687672
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2008,25276952
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2008,437015
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2008,217687
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2008,16353354
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2008,2386041
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2008,3728329
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2008,1067850
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2008,6469
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2008,3040147
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2008,1089172
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2008,289900
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2008,1422072
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2008,143336
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2008,427452
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2008,258008
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2009,0
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2009,56097005
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2009,128565763
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2009,16543888
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2009,72468758
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2009,25276952
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2009,417915
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2009,217687
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2009,16353354
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2009,2386041
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2009,3728329
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2009,1024718
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2009,6469
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2009,2993592
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2009,1032770
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2009,289900
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2009,1385186
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2009,143336
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2009,427452
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2009,241169
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2010,0
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2010,63995991
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2010,133235375
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2010,17350428
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2010,74647877
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2010,26074491
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2010,417915
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2010,217687
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2010,16575429
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2010,2406182
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2010,3866228
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2010,1270347
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2010,38132
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2010,3108525
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2010,1020922
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2010,289900
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2010,1317615
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2010,143336
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2010,427452
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2010,123288
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2011,0
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2011,65156872
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2011,134068129
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2011,17350428
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2011,74319750
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2011,25806649
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2011,417915
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2011,217687
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2011,16575429
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2011,2408748
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2011,3822470
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2011,1249756
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2011,38132
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2011,3121400
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2011,995262
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2011,289900
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2011,1313652
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2011,143336
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2011,427452
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2011,141534
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2012,12986777.08816785
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2012,66304542
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2012,134531563
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2012,16809269
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2012,73635514
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2012,25806649
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2012,417915
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2012,217687
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2012,16575429
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2012,2442728
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2012,3806090
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2012,1249537
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2012,38132
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2012,3143842
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2012,799164
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2012,289900
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2012,1326850
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2012,143336
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2012,427452
FR,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2012,141534
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2013,2103332
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2013,23819197
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2013,138860387
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2013,9198132
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2013,58692690
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2013,18340578
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2013,943803
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2013,927592
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2013,1101553
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2013,13707716
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2013,1970761
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2013,2572053
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2013,873452
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2013,103440
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2013,145626
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2013,3057785
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2013,509647
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2013,348289
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2013,504967
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2013,1379657
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2013,1928208
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2013,477576
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2013,601855
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2014,3768006
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2014,22777897
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2014,115148689
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2014,8847622
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2014,57612792
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2014,18389463
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2014,921425
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2014,911479
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2014,1082421
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2014,13469623
FR,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2014,1717401
FR,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2014,2527143
FR,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2014,857616
FR,33,33 Manufacture of mineral wool,1. Total allocated allowances (EUA or EUAA),2014,101633
FR,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2014,180349
FR,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2014,2984168
FR,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2014,450861
FR,37,37 Production of carbon black,1. Total allocated allowances (EUA or EUAA),2014,342238
FR,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2014,519967
FR,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2014,1355694
FR,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2014,1893008
FR,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2014,469280
FR,44,44 Production of soda ash and sodium bicarbonate,1. Total allocated allowances (EUA or EUAA),2014,591401
FR,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2015,3824822
FR,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2015,21178792
FR,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2015,116827779
FR,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2015,8636770
FR,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2015,56305987
FR,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2015,18060583
FR,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2015,900393
FR,26,26 Production of primary aluminium,1. Total allocated allowances (EUA or EUAA),2015,895179
FR,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2015,1039080
FR,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2015,13228736
